id,db,found_in,title,abstract,authors,year,doi,doi_normalized,source,doc_type,keywords,language
SCOPUS_703,Scopus,Scopus,The Future of Artificial Intelligence in English Language Teaching: Pros and Cons of ChatGPT Implementation through a Systematic Review,"The integration of artificial intelligence (AI) into language instruction has presented new opportunities, with ChatGPT emerging as a promising tool for interactive and personalized learning. This systematic review examines the effectiveness, advantages, and drawbacks of the ChatGPT in English language teaching (ELT). To achieve this objective, peer-reviewed studies published between 2023 and 2024 were sourced from the Web of Science database and focused on those that explored ChatGPT for language instruction. Using standardized criteria, data extraction covered the study design, participants, interventions, outcomes, and quality assessments. The findings indicate that the ChatGPT significantly improves language teaching by providing personalized feedback, fostering learner autonomy, enhancing student motivation and engagement, and facilitating specific language skills. Moreover, its ability to simulate real-life conversations makes it an effective tool to improve language fluency and comprehension. Nevertheless, challenges have been highlighted, such as overreliance on AI, academic dishonesty, skill deterioration, biases in AI-generated content, and the digital divide affecting access to AI technology. Integrating AI into existing educational frameworks and addressing the need for teacher training have also emerged as significant concerns. The implications are provided based on these findings. © 2024 European Knowledge Development (EUROKD). All rights reserved.","Al-Khresheh, M.H.",2024,10.32038/ltrq.2024.43.04,10.32038/ltrq.2024.43.04,Language Teaching Research Quarterly,Review,AI Language Models; Artificial Intelligence in Education; ChatGPT; Educational Technology,English
SCOPUS_763,Scopus,Scopus,The Future of Learning: Building Trust and Transparency in AI Education,"Artificial intelligence has become the mark of the day; no one of the aspects of life is beyond it. Education is not only a field but a way to train and make the generation civilized, AI made this scenario easy and advanced; building confidence in AI-enabled education systems becomes a fundamental requirement for its successful application. This research article aims to investigate the connections among trust, privacy, and surveillance related to AI-facilitated educational contexts, drawing on insights from Christina Castelfranchi and Rino Falcone's work ""Trust Theory: A Socio-cognitive and Computational Model."" This study examines the multiple aspects of trust build-ing, including computational dimensions and socio-cognitive dimensions, which can be helpful but difficult to investigate the attitudes and actions in an AI-mediated educational environment. This article delivers an elaborate exploration of the drivers affecting trust in AI systems deployed for educational purposes by carefully examining trustworthiness, perceived dangers, and institutional trust. Addition-ally, thorough examination and inherent privacy would be the foundational aspects of privacy and surveillance issues associated with AI detection, protection, and surveillance risk mitigation measures. This scholarly discourse, supported by empirical evidence, illustrative case studies, and prescriptive recommendations, articulates actionable strategies for building trust and addressing privacy and surveillance concerns in AI-enabled educational landscapes, heralding the arrival of ethically sound and trustworthy educational technologies. © 2024 Journal of Management Practices, Humanities and Social Sciences (JMPHSS). All rights reserved.","Raza, S.; Fatima, I.; Arif, S.; Sharif, M.; Jalal, M.S.; Muhammad, Z.",2024,10.33152/jmphss-8.3.6,10.33152/jmphss-8.3.6,"Journal of Management Practices, Humanities and Social Sciences (JMPHSS)",Article,AI-enabled education; Privacy; Surveillance; Trust; Trust theory,English
SCOPUS_634,Scopus,"Scopus, WoS",The Good and Bad of AI Tools in Novice Programming Education,"As AI coding tools become more prevalent in programming, it is essential to understand how they influence programming education. This study, conducted in a first-semester Introduction to Programming course, aimed to determine the positive and negative effects of these tools on students’ learning experiences and their ability to develop essential programming skills. Using a mixed-methods approach, we collected data from 73 teams of engineering students over a 12-week period. Students completed surveys and reported on their AI tool usage. We analyzed this data quantitatively to identify trends in tool familiarity, usage, and student satisfaction. Additionally, qualitative analysis of student reports provided insights into the specific ways AI tools were used and their perceived benefits and drawbacks. The findings revealed a significant increase in AI tool familiarity (from 28% to 100%) and usage among students. Students’ satisfaction with AI tools improved over time. The most prevalent tasks for which novice programmers used AI tools included creating comments (91.7%), identifying and correcting bugs (80.2%), and seeking information (68.5%), while other tasks were less common. While these tools offered benefits like assisting in learning and enhancing real-world relevance, they also raised concerns about cheating, over-reliance on AI tools, and a limited understanding of core programming concepts. © 2024 by the author.","Zviel-Girshin, R.",2024,10.3390/educsci14101089,10.3390/educsci14101089,Education Sciences,Article,AI coding tools; AI in education; artificial intelligence (AI); introduction to programming; programing education,English
SCOPUS_726,Scopus,Scopus,"The Impact of Performance Expectancy, Workload, Risk, and Satisfaction on Trust in ChatGPT: Cross-Sectional Survey Analysis","Background: ChatGPT (OpenAI) is a powerful tool for a wide range of tasks, from entertainment and creativity to health care queries. There are potential risks and benefits associated with this technology. In the discourse concerning the deployment of ChatGPT and similar large language models, it is sensible to recommend their use primarily for tasks a human user can execute accurately. As we transition into the subsequent phase of ChatGPT deployment, establishing realistic performance expectations and understanding users' perceptions of risk associated with its use are crucial in determining the successful integration of this artificial intelligence (AI) technology. Objective: The aim of the study is to explore how perceived workload, satisfaction, performance expectancy, and risk-benefit perception influence users' trust in ChatGPT. Methods: A semistructured, web-based survey was conducted with 607 adults in the United States who actively use ChatGPT. The survey questions were adapted from constructs used in various models and theories such as the technology acceptance model, the theory of planned behavior, the unified theory of acceptance and use of technology, and research on trust and security in digital environments. To test our hypotheses and structural model, we used the partial least squares structural equation modeling method, a widely used approach for multivariate analysis. Results: A total of 607 people responded to our survey. A significant portion of the participants held at least a high school diploma (n=204, 33.6%), and the majority had a bachelor's degree (n=262, 43.1%). The primary motivations for participants to use ChatGPT were for acquiring information (n=219, 36.1%), amusement (n=203, 33.4%), and addressing problems (n=135, 22.2%). Some participants used it for health-related inquiries (n=44, 7.2%), while a few others (n=6, 1%) used it for miscellaneous activities such as brainstorming, grammar verification, and blog content creation. Our model explained 64.6% of the variance in trust. Our analysis indicated a significant relationship between (1) workload and satisfaction, (2) trust and satisfaction, (3) performance expectations and trust, and (4) risk-benefit perception and trust. Conclusions: The findings underscore the importance of ensuring user-friendly design and functionality in AI-based applications to reduce workload and enhance user satisfaction, thereby increasing user trust. Future research should further explore the relationship between risk-benefit perception and trust in the context of AI chatbots. © 2024 JMIR Publications Inc.. All rights reserved.","Choudhury, A.; Shamszare, H.",2024,10.2196/55399,10.2196/55399,JMIR Human Factors,Article,algorithms; artificial intelligence; chatbots; ChatGPT; cross-sectional survey; decision-making; deep learning; health care; health care decision-making; health care management; health-related decision-making; practical models; predictive analytics; predictive models; predictive system; usability; usable; usableness; usefulness; user perception,English
WOS_15,WoS,WoS,The Untold Story of Training Students with Generative AI: Are We Preparing Students for True Learning or Just Personalization?,"This special issue joins the recent but growing effort to expand understanding of integrating generative AI. While generative AI tools like ChatGPT offer great opportunities for personalized learning, it is important to think critically about what type of learning we are reinforcing through the convenience and customization offered by AI. The reliance on AI for scaffolding and personalized prompts can risk undermining students' independent thinking and problem-solving abilities. Additionally, the emphasis on personalized learning could deter the development of collaboration skills. As we continue to integrate AI into educational practices, we need to work towards balancing the benefits of personalization with the goal of fostering selfreliant, critical thinkers who can collaborate and evaluate AI generated content.","Bae, H; Bozkurt, A",2024,10.24059/olj.v28i3.4689,10.24059/olj.v28i3.4689,ONLINE LEARNING,Article,generative AI; AI in education (AIEd); personalized learning; collaborative learning; scaffolding,English
SCOPUS_730,Scopus,Scopus,The challenge of incorporating new methods: The case of group guided reading in South Africa,"Background: South Africa is a country with a reading crisis: 81% of Grade 4 learners are unable to read for meaning in Grade 4. Teaching methods and practices have been identified as a primary cause; there is an over-reliance on choral methods, very little focus on meaning, weak feedback and assessment, and little interaction with books. Aim: This article reports on the kinds of knowledge required to teach Group Guided Reading (GGR) and the extent to which teachers enacted this knowledge in their practice, using Shulman’s (1987) knowledge categories. Setting: The research was carried out in three no-fee, township primary schools where isiXhosa was the language of learning and teaching (LoLT), in the Eastern Cape, South Africa. Methods: The research took the form of a case study of three teachers, who were given support, including coaching, to implement GGR. Data were generated through classroom observation and stimulated recall interviews using videos; the data were analysed using Shulman’s knowledge categories (1986, 1987). Results: Teachers demonstrated sufficient pedagogical content knowledge (PCK) to put GGR into practice. However, no assessment was observed, and two of the teachers chose not to put the learners into reading ability groups, both of which are core elements of GGR. Conclusion: New methods of teaching do not always take account of local circumstances. Contribution: Group Guided Reading was developed in countries where classes are small, and classrooms are spacious and well-equipped. © 2024. The Authors. Licensee: AOSIS.","Kitsili, N.A.; Murray, S.R.",2024,10.4102/sajce.v14i1.1487,10.4102/sajce.v14i1.1487,South African Journal of Childhood Education,Article,early grade reading; Foundation phase; group guided reading; reading baseline assessment; teacher knowledge; teacher practices,English
PSYC_56,PsycINFO,PsycINFO,The effect of artificial intelligence on patient-physician trust: Cross-sectional vignette study,"Background: Clinical decision support systems (CDSSs) based on routine care data, using artificial intelligence (AI), are increasingly being developed. Previous studies focused largely on the technical aspects of using AI, but the acceptability of these technologies by patients remains unclear. Objective: We aimed to investigate whether patient-physician trust is affected when medical decision-making is supported by a CDSS. Methods: We conducted a vignette study among the patient panel (N = 860) of the University Medical Center Utrecht, the Netherlands. Patients were randomly assigned into 4 groups—either the intervention or control groups of the high-risk or low-risk cases. In both the high-risk and low-risk case groups, a physician made a treatment decision with (intervention groups) or without (control groups) the support of a CDSS. Using a questionnaire with a 7-point Likert scale, with 1 indicating “strongly disagree” and 7 indicating “strongly agree,” we collected data on patient-physician trust in 3 dimensions: competence, integrity, and benevolence. We assessed differences in patient-physician trust between the control and intervention groups per case using Mann-Whitney U tests and potential effect modification by the participant’s sex, age, education level, general trust in health care, and general trust in technology using multivariate analyses of (co)variance. Results: In total, 398 patients participated. In the high-risk case, median perceived competence and integrity were lower in the intervention group compared to the control group but not statistically significant (5.8 vs 5.6; P = .16 and 6.3 vs 6.0; P = .06, respectively). However, the effect of a CDSS application on the perceived competence of the physician depended on the participant’s sex ( P = .03). Although no between-group differences were found in men, in women, the perception of the physician’s competence and integrity was significantly lower in the intervention compared to the control group ( P = .009 and P = .01, respectively). In the low-risk case, no differences in trust between the groups were found. However, increased trust in technology positively influenced the perceived benevolence and integrity in the low-risk case ( P = .009 and P = .04, respectively). Conclusions: We found that, in general, patient-physician trust was high. However, our findings indicate a potentially negative effect of AI applications on the patient-physician relationship, especially among women and in high-risk situations. Trust in technology, in general, might increase the likelihood of embracing the use of CDSSs by treating professionals. (PsycInfo Database Record (c) 2024 APA, all rights reserved) (Source: journal abstract)","Zondag, Anna G. M.;Rozestraten, Raoul;Grimmelikhuijsen, Stephan G.;Jongsma, Karin R.;van Solinge, Wouter W.;Bots, Michiel L.;Vernooij, Robin W. M.;Haitjema, Saskia",2024,,,Journal of Medical Internet Research,"Journal , Peer Reviewed Journal , Journal Article","patient-physician , relationship , trust , clinical decision support , artificial intelligence , digital health , decision support system , Empirical Study , Quantitative Study , Human , Male , Female , Adulthood (18 yrs & older) , Netherlands , article",English
WOS_79,WoS,WoS,The effects of over-reliance on AI dialogue systems on students' cognitive abilities: a systematic review,"The growing integration of artificial intelligence (AI) dialogue systems within educational and research settings highlights the importance of learning aids. Despite examination of the ethical concerns associated with these technologies, there is a noticeable gap in investigations on how these ethical issues of AI contribute to students' over-reliance on AI dialogue systems, and how such over-reliance affects students' cognitive abilities. Overreliance on AI occurs when users accept AI-generated recommendations without question, leading to errors in task performance in the context of decision-making. This typically arises when individuals struggle to assess the reliability of AI or how much trust to place in its suggestions. This systematic review investigates how students' over-reliance on AI dialogue systems, particularly those embedded with generative models for academic research and learning, affects their critical cognitive capabilities including decision-making, critical thinking, and analytical reasoning. By using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines, our systematic review evaluated a body of literature addressing the contributing factors and effects of such over-reliance within educational and research contexts. The comprehensive literature review spanned 14 articles retrieved from four distinguished databases: ProQuest, IEEE Xplore, ScienceDirect, and Web of Science. Our findings indicate that over-reliance stemming from ethical issues of AI impacts cognitive abilities, as individuals increasingly favor fast and optimal solutions over slow ones constrained by practicality. This tendency explains why users prefer efficient cognitive shortcuts, or heuristics, even amidst the ethical issues presented by AI technologies.","Zhai, CP; Wibowo, S; Li, LD",2024,10.1186/s40561-024-00316-7,10.1186/s40561-024-00316-7,SMART LEARNING ENVIRONMENTS,Article,Cognitive abilities; Decision-making; Critical thinking; Analytical thinking; Ethical issues of AI; Generative AI,English
SCOPUS_677,Scopus,Scopus,The impact of AI in physics education: a comprehensive review from GCSE to university levels,"With the rapid evolution of artificial intelligence (AI), its potential implications for higher education have become a focal point of interest. This study delves into the capabilities of AI in physics education and offers actionable AI policy recommendations. Using openAI’s flagship gpt-3.5-turbo large language model (LLM), we assessed its ability to answer 1337 physics exam questions spanning general certificate of secondary education (GCSE), A-Level, and introductory university curricula. We employed various AI prompting techniques: Zero Shot, in context learning, and confirmatory checking, which merges chain of thought reasoning with reflection. The proficiency of gpt-3.5-turbo varied across academic levels: it scored an average of 83.4% on GCSE, 63.8% on A-Level, and 37.4% on university-level questions, with an overall average of 59.9% using the most effective prompting technique. In a separate test, the LLM’s accuracy on 5000 mathematical operations was found to be 45.2%. When evaluated as a marking tool, the LLM’s concordance with human markers averaged at 50.8%, with notable inaccuracies in marking straightforward questions, like multiple-choice. Given these results, our recommendations underscore caution: while current LLMs can consistently perform well on physics questions at earlier educational stages, their efficacy diminishes with advanced content and complex calculations. LLM outputs often showcase novel methods not in the syllabus, excessive verbosity, and miscalculations in basic arithmetic. This suggests that at university, there’s no substantial threat from LLMs for non-invigilated physics questions. However, given the LLMs’ considerable proficiency in writing physics essays and coding abilities, non-invigilated examinations of these skills in physics are highly vulnerable to automated completion by LLMs. This vulnerability also extends to pysics questions pitched at lower academic levels. It is thus recommended that educators be transparent about LLM capabilities with their students, while emphasizing caution against overreliance on their output due to its tendency to sound plausible but be incorrect. © 2024 The Author(s). Published by IOP Publishing Ltd.","Yeadon, W.; Hardy, T.",2024,10.1088/1361-6552/ad1fa2,10.1088/1361-6552/ad1fa2,Physics Education,Article,AI benchmark; AI in physics education; ChatGPT; Few Shot; higher education; prompt engineering; Zero Shot,English
SCOPUS_668,Scopus,Scopus,The impact of ChatGPT on learners in English academic writing: opportunities and challenges in education,"This study attempts to explore the impact of ChatGPT on EFL learners' English writing and how this benefits from it. The three research objectives are to explore the reasons why EFL learners choose to use ChatGPT for their academic English writing, to examine how it affects EFL learners' academic English writing and define the challenges and opportunities for EFL learners using ChatGPT as an academic English writing tool. This study employed semi-structured and open-ended interviews to collect qualitative data. By thematic analysis, we found that EFL learners use ChatGPT for their academic English writing as it is convenient and caters to their needs. It also assists them since it scaffolds literacy in terms of writing fluency, content, and knowledge. Challenges for learners include: 1) possible academic plagiarism and a lack of critical thinking due to their over-reliance on the information provided by ChatGPT; 2) bias in English academic writing from the English-dominant context and pressure to pay; 3) considering and scrutinizing the authenticity of information generated in academic contexts. With its ease of use and undeniable efficiency, ChatGPT has emerged as a revolutionary tool in the realm of language learning and academic writing. However, English learners should be cautious and reflect on using this AI tool, especially for academic writing purposes. © 2024 De Gruyter Mouton. All rights reserved.","Yuan, Y.; Li, H.; Sawadengdist, A.",2024,10.1515/cercles-2023-0006,10.1515/cercles-2023-0006,Language Learning in Higher Education,Article,ChatGPT; EFL learners; English academic writing; qualitative study,English
SCOPUS_638,Scopus,"PsycINFO, Scopus",The influence of ChatGPT on student engagement: A systematic review and future research agenda,"ChatGPT, a state-of-the-art artificial intelligence (AI) chatbot, has gained considerable attention as a transformative yet controversial tool for enhancing teaching and learning experiences. Several reviews and numerous articles have been written about harnessing ChatGPT in education since its release on November 30, 2022. Besides summarising its strengths, weaknesses, opportunities, and threats (SWOT) as identified in previous systematic reviews of ChatGPT research, this systematic review aims to develop a new understanding of its influence on student engagement by synthesising the existing related research using a three-dimensional framework comprising behavioural, emotional, and cognitive aspects. We searched relevant databases and included 72 empirical studies published within one year of ChatGPT's initial release. The findings reveal robust but narrowly focused evidence related to behavioural engagement (i.e., work with ChatGPT) and disengagement (i.e., academic dishonesty). The evidence related to the emotional aspect is mixed, with instances of both engagement (e.g., satisfaction and interest/fun) and disengagement (e.g., disappointment and worry/anxiety). There is broad but weak evidence regarding cognitive engagement (e.g., increased understanding and positive self-perception) and disengagement (e.g., reduced critical thinking and overreliance). Our review uncovers several under-explored indicators of student engagement, pointing to the need for further research. Specifically, future studies could focus on students' study habits and attendance (behavioural engagement), social interaction (emotional engagement), and self-regulation and critical thinking (cognitive engagement) in ChatGPT-supported learning environments. © 2024 The Authors","Lo, C.K.; Hew, K.F.; Jong, M.S.-Y.",2024,10.1016/j.compedu.2024.105100,10.1016/j.compedu.2024.105100,Computers and Education,Article,Artificial intelligence; ChatGPT; OpenAI; Student engagement; Systematic review,English
SCOPUS_627,Scopus,"Scopus, WoS",The interplay between teachers’ trust in artificial intelligence and digital competence,"This study examines the relation between K-12 teachers’ trust in artificial intelligence (TAI), their knowledge of AI (KAI), and their digital competence (DC). It further examines the relation between TAI and age, sex, teaching experience and International Standard Classification of Education (ISCED) levels. The study employed a comprehensive and validated instrument and used a sample of 211 primary and secondary school teachers. The results show that there is a significant positive relation between all three variables and that KAI is a robust and substantial predictor of TAI. In the absence of KAI, the significant relation between DC and TAI ceases to exist. In addition, teachers with different levels of DC do not show significant differences in their attitudes towards AI. Results further show that TAI is independent of age, sex, teaching experience and ISCED level in this sample of teachers. The study contributes valuable insights into the complex interplay between teachers’ TAI, their KAI, and their DC, providing practical implications for policy, teacher preparation and professional development in the rapidly evolving landscape of AI integration in education. © The Author(s) 2024.","Lucas, M.; Zhang, Y.; Bem-Haja, P.; Vicente, P.N.",2024,10.1007/s10639-024-12772-2,10.1007/s10639-024-12772-2,Education and Information Technologies,Article,DigCompEdu; Machine learning; Network analysis; Primary and secondary education; Professional development,English
SCOPUS_682,Scopus,Scopus,Time pressure promotes habitual control over goal-directed control among individuals with overweight and obesity,"People with overweight and obesity consistently attempt to regulate their weight but typically fail to control their eating behaviors. Reward learning impairments have recently been utilized to explain the problem. According to dual-system theory, reward learning and performance depend on the balance between goal-directed and habitual behavioral control system. As the goal-directed control system need time to operate, time pressure was exploited to temporarily hinder the goal-directed control system and unmask latent habitual responses. In the present study, we evaluated the reward learning behaviors, particularly goal-directed and habitual responses, in individuals with overweight and obesity, and evaluated the effects of time pressure on the expression of habits. A total of sixty-eight overweight/obesity and lean undergraduates underwent four outcome-revaluation tasks in food or non-food context, and under no or high time pressure conditions. We found that compared to lean individuals, individuals with overweight/obesity showed more habitual responses toward both food and non-food reward under the high time pressure condition; however, there was no group difference in habitual responses under the no time pressure condition. These results indicate a deficit in the formation of goal-directed control or an overreliance on habits under time pressure among individuals with overweight and obesity. These results support the Habit Hypothesis for Overeating that overweight and obesity are related to habit-like eating behaviors, due to a maladaptive adjustment between the habit and the goal-directed behavioral control systems. As a result, further developments of habit-based interventions can benefit weight loss and long-term weight loss maintenance. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023.","Jiang, Y.; Han, J.; Xiao, M.; Liu, Y.; Chen, H.",2024,10.1007/s12144-023-04315-8,10.1007/s12144-023-04315-8,Current Psychology,Article,Food cues; Goal-directed control; Habitual control; Non-food cues; Overweight/obesity; Time pressure,English
PSYC_57,PsycINFO,PsycINFO,"To advance AI use in education, focus on understanding educators","This article discusses the use of Artificial Intelligence in education (AIED). How educators view and intend to use emerging education technology in schools and homes is fundamentally shaped by social-psychological and contextual factors. Most research on Artificial Intelligence in education (AIED) has focused on technological improvements. In contrast, studies of why real-world implementations of education technologies have failed emphasize the role of social, psychological, and cultural issues. This calls for more research of education technology from a psychological perspective to understand what factors shape the way educators perceive, trust, and use education technology in teaching practice. These new theoretical insights hold promise for advancing the design and implementation of AIED interventions in the field to encourage their adoption and effective use to ultimately improve learning outcomes, academic attainment, and educational equity. A better understanding of how educators perceive AI systems is necessary because educators are ultimately the final decision makers in this context. The goal should not be to maximize educators’ trust in AIED systems, which may cause overreliance and an inadvertent loss in trust, but rather to create conditions under which educators can build up trust over time through experience. Over time, educators may begin to see AIED systems as if they were competent, reliable, and resourceful members of the teaching staff. (PsycInfo Database Record (c) 2025 APA, all rights reserved)","Kizilcec, René F.",2024,10.1007/s40593-023-00351-4,10.1007/s40593-023-00351-4,International Journal of Artificial Intelligence in Education,"Journal , Peer Reviewed Journal , Journal Article","Educators , Psychology , Technology acceptance , Trust , Implementation , Predictive analytics , Non-Empirical (Discussion) , Human , article",English
SCOPUS_651,Scopus,Scopus,Tools or Fools: Are We Educating Managers or Creating Tool-Dependent Robots?,"This essay examines strategies for thoughtfully integrating generative AI (Gen-AI) into management curricula to enhance student learning while mitigating risks like overreliance. We make the case that outright resistance is counterproductive; instead, management educators should embrace Gen-AI’s potential to create more engaging, experiential learning aligned with andragogical principles. We provide a conceptual framework mapping nine Gen-AI objectives to the principles of andragogy. A semester-long course example illustrates this framework in action through AI activities fostering autonomy, competence, and real-world application. Student surveys revealed overwhelmingly positive perceptions of Gen-AI integration and improved exam scores. However, dependence risks remain. The essay discusses strategies to enhance critical thinking, personal growth, and academic integrity. Overall, we propose that prudent Gen-AI adoption can enrich management education, but long-term vigilance regarding overreliance is vital. © The Author(s) 2024.","Hyde, S.J.; Busby, A.; Bonner, R.L.",2024,10.1177/10525629241230357,10.1177/10525629241230357,Journal of Management Education,Article,AI; andragogy; artificial intelligence; Chat-GPT; Gen-AI,English
SCOPUS_747,Scopus,Scopus,Toward the virtuous mover: a neo-Aristotelian interpretation of physical education,"Background: The philosophy of the discipline of physical education among school, further and higher education curriculums remains misunderstood, understudied and underdeveloped. With growing levels of uncertainty concerning its philosophical nature, general future (e.g. eradication, more of the same, radical change), and the role the profession plays within modern educational institutions, there is an urgent need to acknowledge, problematize, interpret and to study the unavoidably philosophical nature of the subject. Purpose: The purpose of this paper is to strengthen the justification for movement-oriented character education in schools by articulating a neo-Aristotelian interpretation of physical education. Key Concepts: Aligned with this goal, I begin by clarifying my guiding philosophical framework of neo-Aristotelian virtue ethics by synthesizing the concepts of virtue, character, phronesis and eudaemonia. Subsequently, I deconstruct contemporary practices associating character education to physical education circles with the goal of illuminating the potential of a philosophically informed approach compared to the dominant practice-driven and anecdotal view of character. In summary, I address the field’s; overreliance on caught character; overemphasis on performance virtue; disproportionate focus on résumé virtues over eulogy virtues; the use of character as a peripheral curriculum activity; and lack of emphasis on wisdom and eudaemonia. Thereafter, I articulate one Aristotelian interpretation of physical education as if (neo) Aristotle was the teacher himself. From this position, I describe an education fixated on the affective domain, primarily concerned with helping youth to comprehend their moral potential in life through movement and inspired by the view that the cultivation of virtuous skills, agency, and reasoning are foundational to a flourishing society. Conclusion: By taking this approach, I philosophize the concept of the ‘Virtuous Mover’ and the potential ways in which school-based physical educators might begin to help future generations of youth to flourish. © 2022 Association for Physical Education.","Brunsdon, J.J.",2024,10.1080/17408989.2022.2135693,10.1080/17408989.2022.2135693,Physical Education and Sport Pedagogy,Article,applied ethics; Character education; eudaemonia; moral philosophy; phronesis; sport pedagogy,English
SCOPUS_639,Scopus,"Scopus, WoS","Towards best practices for mitigating artificial intelligence implicit bias in shaping diversity, inclusion and equity in higher education","Artificial Intelligence (AI) strives to create intelligent machines with human-like abilities. However, like humans, AI can be prone to implicit biases due to flaws in data or algorithms. These biases may cause discriminatory outcomes and decrease trust in AI. Bias in higher education admission may limit access to opportunities and further social inequalities, often due to implicit biases in data processing and decision-making. Addressing and recognizing implicit biases in AI is essential to create equal access to higher education admission and opportunities for students. To combat AI implicit biases, it is necessary to monitor and assess their performance and train them using unbiased data and algorithms. This ensures that all students have equal access to higher education and the opportunities it provides them. While the recent studies reviewed the algorithmic approaches to reducing bias, this article focuses instead on exploring the current understanding of the impacts of AI implicit bias in higher education and its implications for admissions. Furthermore, it evaluates the interactions between AI technology and education, specifically in mitigating AI implicit bias algorithms that can be leveraged to achieve inclusive and equitable quality education and promote lifelong learning opportunities for all. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.","Roshanaei, M.",2024,10.1007/s10639-024-12605-2,10.1007/s10639-024-12605-2,Education and Information Technologies,Article,Artificial intelligence; Diversity; Equity; Higher education; Implicit bias; Inclusion,English
SCOPUS_681,Scopus,"Scopus, WoS",Towards transparent and trustworthy prediction of student learning achievement by including instructors as co-designers: a case study,"Providing educators with understandable, actionable, and trustworthy insights drawn from large-scope heterogeneous learning data is of paramount importance in achieving the full potential of artificial intelligence (AI) in educational settings. Explainable AI (XAI)—contrary to the traditional “black-box” approach—helps fulfilling this important goal. We present a case study of building prediction models for undergraduate students’ learning achievement in a Computer Science course, where the development process involves the course instructor as a co-designer, and with the use of XAI technologies to explain the underlying reasoning of several machine learning predictions. The explanations enhance the transparency of the predictions and open the door for educators to share their judgments and insights. It further enables us to refine the predictions by incorporating the educators’ contextual knowledge of the course and of the students. Through this human-AI collaboration process, we demonstrate how to achieve a more accountable understanding of students’ learning and drive towards transparent and trustworthy student learning achievement prediction by keeping instructors in the loop. Our study highlights that trustworthy AI in education should emphasize not only the interpretability of the predicted outcomes and prediction process, but also the incorporation of subject-matter experts throughout the development of prediction models. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023.","Duan, X.; Pei, B.; Ambrose, G.A.; Hershkovitz, A.; Cheng, Y.; Wang, C.",2024,10.1007/s10639-023-11954-8,10.1007/s10639-023-11954-8,Education and Information Technologies,Article,Co-design; Explainable AI (XAI); Human-centered AI; Learning analytics; Student learning achievement prediction; Transparent and trustworthy AI,English
SCOPUS_762,Scopus,Scopus,Trustworthy AI: A Comparative Study of AI in Journalism in Singapore and the Philippines,"AI Journalism has been increasing its market penetration and extending its reach in newsrooms and classrooms from the Global North to the Global South, though with varying levels of resources. AI development in journalism innovation comes on the back of trends in AI research efforts and the labor market: research publications on AI have doubled; the share of AI jobs among job postings in Singapore skyrocketed and surpassed US, Canada, UK, and Australia; AI itself is contributing to the development of AI; and annual global corporate investment in AI rose to $176.5 billion in 2021 from $6.1 billion in 2013. With increasing academic and business interests, Asian newsrooms are taking either rapid or measured strides in developing their suite of AI experiences that leverage automation and a business model that is flexible enough to absorb shocks from constant digital transformation and disruption. Using database and web search, as well as a review of financial statements and national AI strategies, the study contributes a comparative overview of AI perceptions, plans, content, and ethics in online news platforms in a developed and a developing country in Southeast Asia, Singapore, and the Philippines. © 2024, Common Ground Research Networks. All rights reserved.","Macalintal, A.",2024,10.18848/2470-9247/cgp/v09i01/99-123,10.18848/2470-9247/cgp/v09i01/99-123,Journal of Communication and Media Studies,Article,Artificial Intelligence; Generative AI; Journalism; Philippines; Singapore; Southeast Asia,English
SCOPUS_629,Scopus,Scopus,Understanding Vietnamese English Majors' Use and Acceptance of AI-Powered Tools for English Academic Writing at University,"An increasing number of AI-powered tools are now widely available to help EFL learners with arduous college-level academic writing assignments. This study employed mixed data collection methods to investigate Vietnamese English majors’ use and acceptance of AI technologies for EFL writing. Quantitative data from 53 questionnaire responses revealed the prominent popularity of Generative AI in a range of AI tools in use, mainly for homework and self-study activities. However, compared with overcoming writer’s block or arranging ideas, AI assistance was more frequently sought to refine their academic use of English. Furthermore, adapting the revised UTAUT questionnaire by Hoi (2020), the results from 28 5-point-Likert-scale items revealed both male and female EFL learners’ high perceptions of the determinants of user acceptance of AI-assisted academic writing practice, except for social influence. Qualitative data from five semi-structured interviews reiterated the advantages of AI tools to the learners’ linguistic development, ideation efficiency, and learning attitudes. Besides underscoring the impact of instructors on their students’ tendency to adopt AI technologies for such productive skills, students also raised concerns over risks of misinformation, tech-overreliance, and resulting risks to creative and critical thinking. Pedagogical implications were then suggested for more effective use of AI tools for academic writing in EFL tertiary settings. © 2024 Taiwan English for Specific Purposes Association. All rights reserved.","Thi, T.T.M.",2024,10.6706/tiespj.202412_15(2).0002,10.6706/tiespj.202412_15(2).0002,Taiwan International ESP Journal,Article,academic writing; AI-powered tools; English majors; Vietnamese EFL university learners,English
